canal,roi_mean,roi_lo,roi_hi,budget_share_pct,spend_total
TV,6.9743961591465595,4.736372015586817,9.622079037070634,21.250374004392516,3087487.7733333325
Publicitat exterior,0.7863299115949055,0.09845602081130807,1.7423078662931493,61.871228457254745,8989331.733333332
Premsa,9.568878788505017,1.857747528057059,18.91526636093568,5.337946538484835,775555.5111111114
Facebook,23.380001210707437,5.067977738265362,46.450035338671086,3.071744798833915,446296.8278694579
Google Search,17.115717019953145,1.6605584990612159,41.17931527598451,8.468706201034006,1230426.6666666667
